cpu_t0,memory_t0,disk_t0,temperature_t0,errors_t0,response_time_t0,network_t0,uptime_t0,processes_t0,threads_t0,cpu_t1,memory_t1,disk_t1,temperature_t1,errors_t1,response_time_t1,network_t1,uptime_t1,processes_t1,threads_t1,cpu_t2,memory_t2,disk_t2,temperature_t2,errors_t2,response_time_t2,network_t2,uptime_t2,processes_t2,threads_t2,cpu_t3,memory_t3,disk_t3,temperature_t3,errors_t3,response_time_t3,network_t3,uptime_t3,processes_t3,threads_t3,cpu_t4,memory_t4,disk_t4,temperature_t4,errors_t4,response_time_t4,network_t4,uptime_t4,processes_t4,threads_t4,cpu_t5,memory_t5,disk_t5,temperature_t5,errors_t5,response_time_t5,network_t5,uptime_t5,processes_t5,threads_t5,cpu_t6,memory_t6,disk_t6,temperature_t6,errors_t6,response_time_t6,network_t6,uptime_t6,processes_t6,threads_t6,cpu_t7,memory_t7,disk_t7,temperature_t7,errors_t7,response_time_t7,network_t7,uptime_t7,processes_t7,threads_t7,cpu_t8,memory_t8,disk_t8,temperature_t8,errors_t8,response_time_t8,network_t8,uptime_t8,processes_t8,threads_t8,cpu_t9,memory_t9,disk_t9,temperature_t9,errors_t9,response_time_t9,network_t9,uptime_t9,processes_t9,threads_t9,label
31.67,51.35,40.61,43.9,2.66,100.19,998.07,198.15,60.04,120.09,35.78,48.36,42.92,49.93,0.53,93.39,1031.94,198.09,62.96,126.13,42.57,53.04,45.82,51.79,2.41,92.91,1065.34,188.05,71.5,131.41,48.31,54.11,44.99,60.27,-2.23,86.79,1099.14,183.15,73.67,139.47,51.72,59.76,43.85,61.51,3.95,81.1,1134.88,176.72,72.86,145.9,60.62,61.05,48.23,64.19,3.49,77.4,1166.07,165.94,79.0,150.75,62.29,63.33,44.46,71.51,3.02,72.88,1197.89,163.3,80.35,160.01,70.1,64.96,51.94,76.93,-0.28,69.48,1231.19,160.78,84.14,163.82,73.16,70.23,48.83,77.64,5.01,62.88,1271.31,156.79,88.47,170.0,78.61,67.36,49.79,86.25,3.69,63.66,1303.08,149.51,91.42,184.22,1
28.56,48.94,35.45,45.18,1.91,97.18,998.94,199.87,58.27,119.12,36.05,50.89,42.14,49.7,3.01,97.71,1029.64,193.74,61.83,126.17,44.9,53.79,39.84,54.45,3.28,91.48,1072.97,191.0,66.8,134.06,46.66,57.66,45.31,57.89,-0.22,84.83,1097.11,183.66,72.65,135.94,54.95,59.35,43.25,61.46,0.93,80.78,1133.54,176.7,75.68,148.03,53.64,62.1,41.19,66.46,2.27,76.77,1167.65,172.94,77.24,155.18,64.4,63.22,48.45,70.92,-1.19,72.41,1199.04,167.37,81.07,162.1,68.64,65.66,46.72,77.74,3.69,67.63,1231.33,160.79,83.31,166.0,71.45,67.41,46.94,77.38,3.22,64.4,1266.25,158.33,90.88,174.62,78.49,70.62,51.11,86.21,6.15,62.33,1301.72,150.03,88.31,179.18,1
28.84,48.87,38.45,47.61,0.72,95.73,1001.92,197.95,62.62,120.84,35.46,50.01,41.43,53.17,-0.89,96.8,1034.71,194.66,65.9,126.03,40.22,52.37,40.36,51.65,4.15,95.51,1068.16,187.22,65.22,132.52,45.58,60.66,41.84,56.57,2.75,85.12,1101.87,183.63,70.62,141.45,55.92,61.04,44.61,65.38,2.34,84.61,1134.78,178.56,73.13,146.09,55.27,62.36,48.1,63.51,-0.97,80.04,1166.12,169.98,78.06,151.79,63.26,62.66,45.25,71.62,3.76,72.63,1200.7,163.8,78.8,162.67,66.98,66.3,46.69,78.4,2.65,68.59,1231.52,157.78,85.05,165.0,76.14,68.56,44.8,78.29,1.4,63.52,1269.18,156.07,83.07,177.73,76.18,73.56,51.06,84.62,5.73,60.99,1300.49,152.32,91.45,182.12,1
35.32,52.67,40.32,45.19,0.35,99.63,999.79,198.3,57.79,119.99,32.92,52.08,39.88,51.17,-1.87,95.28,1034.81,194.46,64.55,128.12,40.02,55.08,44.18,55.51,3.68,94.53,1064.7,187.36,64.64,133.51,47.51,59.87,45.65,56.01,2.11,85.36,1098.49,182.74,68.66,136.18,50.58,57.29,46.93,63.8,1.88,83.64,1134.0,178.81,72.64,145.07,57.8,61.31,44.67,66.3,3.85,78.47,1168.3,172.83,75.9,155.73,64.48,63.11,47.27,72.11,2.95,74.02,1200.27,168.11,80.29,160.91,68.14,65.94,49.51,79.02,-0.69,68.48,1232.84,160.15,85.0,166.0,72.48,69.99,51.25,84.41,1.05,63.92,1265.06,153.3,82.78,175.37,83.65,69.33,45.18,85.18,2.21,61.03,1299.16,148.64,91.91,180.68,1
27.79,53.87,39.59,43.09,-0.38,102.58,998.64,203.31,59.02,122.61,37.61,51.53,41.09,48.24,3.21,94.47,1033.5,194.8,58.97,123.86,39.58,58.23,40.09,51.78,-0.5,87.62,1066.54,190.33,66.89,131.26,45.35,58.34,46.13,56.87,1.7,84.21,1096.38,184.07,71.04,136.76,49.86,59.2,43.33,63.06,5.5,81.71,1131.7,175.54,78.03,147.51,57.78,60.83,47.11,69.63,1.85,79.28,1168.39,174.48,74.66,154.87,63.14,64.62,47.35,70.06,5.04,73.03,1199.12,165.21,79.24,160.42,68.12,70.53,50.38,78.03,7.21,73.34,1232.41,160.64,79.38,163.36,74.57,67.96,50.62,78.86,0.84,63.55,1271.06,154.19,84.59,174.74,77.62,67.8,52.66,83.83,5.49,57.49,1301.7,146.27,88.01,183.05,1
36.35,49.28,43.85,46.84,-0.92,99.16,1001.4,201.76,59.76,118.36,34.54,54.88,41.99,46.06,4.08,96.0,1033.14,195.01,64.78,125.36,40.35,56.78,42.82,54.89,3.85,91.0,1070.15,192.71,68.55,136.1,44.98,56.81,45.71,56.75,2.07,88.22,1098.04,182.9,69.54,140.97,53.07,56.39,48.74,63.48,2.46,80.14,1130.99,176.82,72.31,146.44,59.4,62.43,45.34,65.62,3.25,81.36,1164.62,169.51,78.02,152.45,67.88,62.49,48.55,70.38,4.45,73.05,1199.94,168.24,82.0,159.38,69.14,62.92,50.05,76.07,1.0,66.58,1237.46,162.79,81.28,165.89,74.38,65.22,45.89,79.8,2.65,63.57,1267.79,156.69,83.49,174.32,78.39,66.84,51.66,85.19,7.43,59.24,1298.52,147.09,89.74,179.92,1
28.4,51.85,42.24,46.04,-0.76,100.58,1000.87,200.05,60.08,120.16,35.01,51.47,42.01,53.99,-1.33,98.46,1034.97,196.06,64.8,127.56,40.37,55.01,42.49,52.34,0.52,90.23,1069.85,187.71,64.56,137.25,46.81,55.11,44.06,55.72,-0.95,89.98,1102.75,182.56,71.32,142.36,56.04,57.72,42.21,59.89,0.89,80.48,1132.25,175.95,74.37,150.52,54.27,62.56,47.07,68.0,3.0,78.4,1165.31,171.7,75.27,152.71,63.02,64.03,46.86,72.54,1.45,69.85,1197.43,167.17,79.91,160.77,65.44,66.92,48.7,71.58,6.38,72.47,1235.75,159.94,85.22,168.68,73.92,62.82,48.16,78.07,6.43,65.64,1265.97,152.79,87.3,172.85,78.7,70.58,49.75,87.59,4.73,59.13,1304.17,150.62,90.6,178.22,1
28.35,49.13,40.8,47.75,-0.06,101.31,1003.51,201.78,58.71,118.69,36.14,54.87,41.41,50.99,0.16,99.5,1034.16,195.77,66.53,129.05,39.31,54.48,42.56,57.4,-1.79,90.23,1067.17,187.06,67.2,134.55,45.91,54.57,44.36,59.37,2.72,89.92,1099.51,181.33,70.03,139.57,52.86,59.57,39.81,65.59,2.37,83.38,1134.26,179.77,74.62,144.73,54.99,60.36,49.24,67.53,2.55,77.89,1169.29,173.13,78.6,151.82,63.23,63.49,46.94,73.69,0.49,75.04,1200.67,166.87,76.91,163.02,67.16,66.11,43.9,76.26,1.32,69.23,1232.8,157.28,85.23,167.6,72.59,65.77,50.81,79.39,5.44,60.11,1260.96,152.33,88.69,174.49,80.39,73.2,50.0,83.96,4.61,60.06,1302.3,155.32,88.85,181.54,1
31.65,48.94,43.95,49.47,-4.37,100.43,1001.15,198.3,59.63,116.1,35.93,48.34,37.15,50.98,-2.78,94.51,1034.76,194.07,65.02,125.75,42.98,53.17,42.19,55.7,-1.02,93.79,1066.17,186.69,68.23,132.2,45.05,55.37,42.04,57.85,4.08,89.51,1098.46,183.32,68.68,137.9,55.06,57.74,42.53,63.64,4.11,81.32,1131.01,181.46,74.34,145.57,59.57,63.61,47.93,68.77,2.87,80.59,1169.46,167.67,77.16,153.51,67.62,63.7,45.2,70.01,5.52,75.39,1197.86,164.92,81.52,158.92,66.69,64.73,48.37,78.0,3.61,69.26,1232.54,160.41,81.21,166.97,76.38,68.81,52.55,80.44,2.41,66.16,1266.47,155.31,89.15,172.53,79.35,69.96,51.13,84.18,5.59,60.86,1301.18,151.62,92.58,177.88,1
28.65,51.0,40.42,46.44,0.5,100.71,997.31,200.68,59.64,123.57,32.64,51.13,40.95,47.52,3.22,92.74,1032.66,193.45,65.21,127.36,41.35,54.99,41.57,52.01,2.16,92.89,1065.04,187.84,64.14,132.06,46.54,55.38,41.38,58.53,1.87,87.78,1101.02,184.15,69.94,136.13,51.96,58.21,43.96,68.13,4.7,81.28,1132.87,178.74,76.05,149.51,55.53,60.1,48.54,63.83,1.98,79.4,1165.84,169.01,78.49,151.98,59.75,64.78,45.34,74.39,8.08,71.74,1200.82,166.04,81.53,157.89,69.46,63.14,46.84,78.74,1.51,69.49,1231.28,159.79,85.69,166.64,77.72,67.81,51.41,81.66,0.17,65.62,1266.69,156.24,83.59,174.25,79.95,69.55,52.91,84.25,10.54,61.39,1303.56,150.57,88.43,178.08,1
28.88,45.98,39.5,46.71,1.1,96.21,997.86,199.79,60.16,121.82,37.51,51.41,40.02,47.59,-2.33,93.69,1034.54,194.21,58.82,127.14,39.84,54.79,41.75,53.27,0.15,90.17,1068.26,190.67,64.66,132.53,44.58,57.18,43.86,58.99,0.13,84.48,1098.82,183.25,71.8,140.31,53.67,58.03,46.11,59.6,3.21,84.04,1133.73,177.13,71.94,149.75,59.21,60.13,47.83,63.99,3.71,76.79,1165.4,172.38,75.98,153.82,64.16,62.86,49.48,70.82,2.75,72.31,1197.82,168.33,81.12,161.15,71.98,66.51,49.87,75.71,4.54,71.85,1228.81,164.48,83.17,166.8,71.97,65.95,48.8,80.57,5.04,66.34,1268.17,158.96,88.65,166.66,78.35,69.51,47.37,87.42,5.45,60.28,1296.41,145.44,85.88,180.08,1
27.51,50.01,40.72,47.14,4.42,101.74,999.03,200.37,58.61,119.42,32.05,54.0,38.57,47.1,0.11,92.71,1030.85,192.51,66.33,126.5,40.72,54.54,42.79,49.36,-3.85,90.09,1065.02,192.08,62.74,131.95,45.33,56.83,45.28,60.1,-0.04,85.43,1099.19,185.93,70.21,139.81,53.62,60.11,45.81,64.09,1.77,83.3,1131.32,179.6,73.12,145.12,57.43,67.35,45.52,68.05,3.39,77.3,1166.25,170.15,73.46,151.63,61.24,64.87,49.81,70.87,4.97,78.41,1200.92,166.83,78.12,160.02,68.57,65.01,46.71,77.52,2.09,70.28,1231.52,159.32,84.44,167.4,73.46,67.82,48.15,78.7,4.28,62.17,1266.24,155.71,84.17,172.98,79.79,65.0,51.4,83.57,2.24,56.46,1298.26,152.33,92.83,178.0,1
30.73,45.12,39.96,43.09,1.13,99.93,1000.53,202.72,56.76,122.06,35.98,51.97,43.17,50.27,0.5,93.15,1033.86,194.94,61.84,125.49,39.69,53.65,41.39,52.77,2.04,91.74,1067.82,193.36,66.24,132.05,46.81,57.21,41.88,56.91,2.49,88.18,1096.3,182.96,70.92,140.69,53.35,60.0,42.94,64.01,3.48,81.66,1131.73,172.1,76.45,146.52,59.01,62.9,43.32,64.62,5.14,76.49,1165.74,169.92,77.75,153.54,60.1,62.47,48.26,71.1,4.63,71.76,1198.76,170.22,76.52,159.47,69.56,65.38,47.8,75.36,5.89,69.72,1231.02,159.69,86.23,163.35,76.77,67.43,49.89,82.36,5.13,62.39,1261.6,156.34,84.08,172.42,82.04,69.25,49.59,82.18,4.76,62.76,1301.86,153.58,89.29,180.94,1
27.83,51.01,40.44,45.11,-0.82,102.99,1002.53,198.14,61.85,117.2,37.59,52.39,37.84,47.81,1.27,96.36,1030.34,191.85,64.07,125.36,38.68,55.01,42.92,54.37,3.88,94.9,1068.22,190.32,68.56,133.4,45.81,55.85,43.06,60.36,0.92,85.13,1096.27,183.32,66.63,140.72,51.62,60.25,42.73,59.17,4.64,78.44,1129.97,177.95,74.95,144.99,57.66,60.79,44.87,66.74,1.42,76.71,1168.06,172.61,74.97,151.5,62.79,64.36,50.15,72.38,6.22,75.23,1200.2,164.85,81.1,158.78,69.82,66.14,45.31,75.28,2.91,63.98,1238.67,159.4,81.21,162.94,72.31,66.24,49.02,82.04,3.53,64.2,1266.98,154.95,88.43,177.39,77.16,71.92,50.98,82.47,5.9,58.7,1299.88,150.73,90.53,181.19,1
32.51,52.22,40.32,44.61,-1.56,99.07,1001.12,201.12,59.83,119.62,36.12,52.39,42.24,49.09,-2.11,94.86,1034.9,192.86,63.47,128.09,37.44,54.99,36.95,55.56,0.59,96.72,1069.8,189.11,64.09,133.08,45.35,57.36,44.75,57.43,-1.16,86.51,1102.46,177.15,70.43,137.93,52.63,56.22,42.48,61.85,-0.52,83.96,1130.34,181.64,72.8,145.28,56.55,59.5,41.09,65.99,0.33,74.71,1168.06,171.68,77.36,153.91,61.96,60.46,47.05,70.41,3.19,73.83,1200.85,165.41,80.97,157.86,70.86,64.52,46.28,78.07,3.62,69.85,1230.36,158.61,81.61,164.47,76.99,68.34,48.89,78.77,3.73,63.38,1264.78,157.22,86.83,173.0,82.77,64.62,46.62,84.95,5.61,62.09,1295.57,146.05,88.9,179.78,1
32.57,50.53,38.97,44.31,1.99,99.86,1003.31,198.36,59.65,118.56,34.5,55.03,36.66,48.11,-1.71,99.81,1031.37,196.14,62.0,130.08,40.99,55.88,40.82,52.95,3.85,90.37,1066.6,184.31,67.03,136.3,41.37,56.91,45.25,55.95,0.86,86.04,1100.93,183.16,71.01,136.75,51.92,59.47,45.43,65.79,0.67,82.73,1136.06,177.28,71.86,145.85,53.8,62.52,42.9,65.65,2.14,77.65,1164.3,171.85,71.76,154.95,63.57,63.87,45.19,70.02,4.17,73.01,1200.69,167.78,80.05,159.72,69.78,64.92,50.0,73.59,6.92,72.54,1233.96,161.46,82.72,167.43,70.79,67.72,52.79,81.68,2.49,64.23,1267.31,157.81,88.2,172.07,84.08,68.2,50.35,85.52,4.91,59.44,1297.41,155.6,87.79,181.08,1
31.04,51.64,39.21,41.25,1.47,98.27,999.26,201.01,62.98,121.15,39.31,55.17,40.04,52.05,0.33,99.02,1031.27,196.93,66.45,127.54,40.27,54.41,39.03,54.33,1.72,90.25,1065.09,187.78,70.03,133.96,46.03,56.1,45.18,58.48,-2.08,87.06,1099.27,184.76,69.43,140.83,51.63,60.16,48.61,63.49,4.8,83.79,1133.37,178.96,73.02,149.06,58.99,57.82,45.12,67.75,0.29,75.95,1165.15,173.12,78.51,151.72,66.56,67.5,46.67,72.72,4.9,68.95,1199.64,168.68,81.56,160.24,70.49,67.1,44.99,76.15,3.79,69.75,1234.57,163.4,80.07,163.87,71.08,69.31,51.74,84.34,5.89,66.05,1264.68,151.96,85.34,171.02,79.44,69.92,46.3,85.19,1.43,58.77,1300.16,151.91,90.56,181.61,1
30.3,47.9,37.31,45.9,-1.88,99.86,996.86,200.27,59.92,118.33,37.35,50.0,43.83,48.3,2.53,97.52,1034.06,195.14,66.65,129.44,42.98,57.06,43.08,51.48,4.04,90.37,1065.59,188.85,68.77,133.28,47.86,54.12,43.05,57.95,0.32,85.71,1099.43,183.49,72.51,141.63,50.24,60.63,46.06,62.01,2.45,84.15,1131.53,175.99,80.23,148.19,59.93,63.42,42.25,65.23,3.95,77.01,1166.01,175.46,75.85,150.92,61.66,61.97,45.73,69.82,2.92,79.69,1195.38,168.49,79.82,160.81,70.57,64.54,48.8,75.22,6.01,69.57,1236.35,161.16,83.41,168.26,73.28,67.01,48.57,84.13,3.67,61.72,1267.64,153.0,86.52,172.66,80.49,68.33,48.83,81.18,1.13,60.66,1297.62,151.36,87.33,184.15,1
29.89,53.33,39.78,45.57,-3.26,102.87,997.79,201.36,60.33,121.41,34.91,51.2,46.21,45.8,-0.53,96.17,1033.77,196.78,63.97,126.37,41.03,55.43,39.95,53.4,3.95,88.65,1067.09,185.92,67.03,132.51,48.39,60.66,41.4,55.26,0.79,88.41,1097.08,184.99,70.14,138.98,51.49,58.26,44.07,60.23,3.37,85.15,1135.03,175.95,71.83,143.04,58.23,59.86,44.51,65.37,5.13,77.29,1164.51,167.8,74.0,152.76,63.7,60.16,47.62,71.56,0.9,77.91,1200.07,163.91,85.35,157.26,69.71,67.46,45.92,75.58,3.82,65.42,1228.5,162.15,81.19,162.58,71.59,70.63,48.75,77.53,4.85,63.34,1270.27,157.54,86.05,173.52,79.06,70.16,49.74,86.31,5.17,59.34,1300.73,148.39,93.43,179.07,1
29.17,50.64,40.71,43.06,0.53,98.75,999.15,204.34,59.33,118.8,35.3,49.41,41.26,52.4,-2.32,97.29,1034.38,197.24,66.0,124.31,39.72,53.72,40.12,50.05,1.28,90.02,1066.33,185.69,64.11,132.44,43.21,56.7,44.36,60.04,0.12,87.45,1100.29,182.35,70.79,140.45,49.78,59.04,45.98,65.5,5.59,82.92,1137.08,176.16,70.87,146.77,57.04,65.35,43.79,65.6,2.78,76.43,1166.36,172.87,76.24,154.31,61.86,60.89,47.75,71.26,3.99,75.95,1201.56,168.27,82.44,161.84,68.46,65.12,44.74,75.67,1.35,71.11,1232.96,160.48,86.87,162.95,75.19,70.73,47.84,80.69,3.73,61.25,1269.2,152.81,85.74,175.03,79.03,71.9,46.57,87.74,2.91,57.41,1300.57,150.64,90.64,180.15,1
31.93,50.55,43.83,47.76,-1.5,101.1,999.0,201.65,61.44,118.74,37.17,50.33,40.32,49.27,-4.96,98.17,1031.1,194.13,66.27,128.78,39.33,55.2,41.02,55.49,2.82,91.35,1065.59,186.43,67.73,132.38,45.3,57.19,43.69,55.98,-0.13,84.13,1099.11,184.37,73.85,139.33,50.87,61.5,44.97,62.76,1.8,80.87,1135.16,176.99,71.31,152.8,56.27,63.38,45.29,70.42,2.43,78.22,1166.98,173.34,73.63,160.86,63.29,61.75,45.06,72.31,0.98,72.72,1196.9,167.37,81.7,162.41,68.15,65.57,49.85,78.41,4.36,68.49,1234.84,162.39,82.47,167.27,73.04,65.42,48.32,82.32,3.8,64.69,1266.23,158.22,84.2,174.19,77.9,68.43,48.98,84.26,7.41,58.25,1298.9,147.67,89.43,179.24,1
28.82,48.83,36.84,43.75,-3.61,98.13,999.89,201.61,59.62,120.01,35.27,55.81,42.76,47.72,0.63,93.71,1031.86,196.05,63.2,122.88,38.54,54.2,39.63,58.03,3.76,92.23,1068.75,188.26,66.44,131.61,45.91,59.63,44.21,60.24,-1.01,84.03,1099.72,184.1,66.22,136.43,53.93,54.87,43.9,61.87,2.42,83.25,1133.47,175.51,73.25,143.27,58.43,61.63,45.34,70.48,1.12,77.67,1166.79,169.77,74.17,156.32,62.37,60.44,45.41,68.48,4.12,71.43,1199.11,170.39,79.96,155.78,69.73,68.53,47.49,74.33,6.08,66.27,1234.31,157.51,83.46,168.9,71.42,68.65,50.95,82.96,5.71,64.54,1266.99,154.14,85.88,174.89,80.52,70.86,50.27,82.49,5.51,57.93,1299.16,146.87,90.93,183.59,1
27.99,49.84,38.3,47.66,-1.05,100.07,1002.36,201.23,61.39,123.89,35.92,53.07,43.78,47.1,1.72,95.41,1037.96,197.81,63.1,127.57,39.92,50.17,41.22,51.18,1.29,90.77,1070.31,191.45,65.74,129.32,49.85,56.34,44.17,57.94,-1.68,87.7,1100.68,181.79,71.35,139.0,50.88,58.46,47.41,60.95,0.71,82.6,1133.13,175.94,74.51,146.58,56.78,63.23,46.33,66.49,4.27,77.34,1165.84,173.43,75.54,154.39,61.58,60.2,46.9,72.21,4.32,71.05,1199.48,168.37,76.24,159.09,71.03,62.98,44.16,75.42,4.59,69.13,1232.58,160.8,81.95,167.51,69.33,66.76,47.62,80.73,3.49,63.62,1265.79,159.08,86.72,172.86,79.59,69.66,55.7,83.1,6.67,56.34,1298.25,151.78,92.25,179.29,1
35.1,53.98,37.55,45.53,1.12,100.77,996.14,198.19,60.95,117.91,36.05,53.75,42.31,49.37,-0.67,97.88,1030.64,196.84,69.17,127.81,41.07,55.58,39.82,52.66,2.03,92.53,1067.23,190.72,67.48,136.22,47.02,59.06,46.1,59.91,2.93,87.56,1099.33,184.24,69.08,134.52,51.59,57.67,44.9,64.29,1.27,82.74,1132.32,176.65,73.09,146.97,59.44,60.8,44.64,66.9,1.51,77.86,1166.65,170.66,77.5,152.7,64.6,62.67,48.19,70.09,1.5,74.78,1200.27,163.97,82.67,160.32,72.51,66.84,47.13,79.52,4.18,71.08,1234.81,160.04,85.4,169.11,73.81,65.73,42.98,80.58,3.13,63.64,1264.75,157.16,88.2,174.69,83.25,67.52,54.49,88.67,5.85,59.33,1299.97,151.92,89.98,182.72,1
26.87,48.27,39.37,46.36,-2.88,101.15,1000.78,199.82,59.53,121.25,35.12,54.24,42.73,52.6,-0.33,97.31,1032.0,195.82,58.97,129.21,43.3,55.77,43.76,57.92,3.36,91.68,1065.49,185.16,65.12,127.3,49.2,53.33,44.67,56.42,3.13,88.06,1097.68,181.73,67.93,139.36,48.68,61.28,44.75,64.43,3.82,85.43,1132.29,174.95,71.36,147.04,55.82,60.78,44.96,68.73,4.91,75.29,1165.79,169.15,75.04,156.49,61.95,60.23,47.47,71.41,4.94,72.36,1199.31,168.23,81.8,161.43,65.49,66.49,45.9,76.75,3.02,69.0,1232.81,162.82,80.16,170.16,75.78,67.37,46.83,74.49,3.63,66.91,1266.6,156.36,86.97,172.45,77.99,71.56,46.58,85.9,3.21,60.22,1301.17,149.53,90.33,181.49,1
30.23,51.45,44.09,43.97,-0.48,104.88,1000.64,201.6,59.82,122.35,38.0,51.07,39.07,50.26,0.64,95.18,1036.2,195.53,65.0,124.12,41.14,56.7,43.98,57.01,-2.54,94.78,1065.73,188.38,67.38,134.63,46.44,56.13,44.27,55.63,3.27,88.72,1102.37,186.25,72.55,139.69,48.67,59.09,40.18,62.87,1.45,83.12,1133.3,176.33,73.28,146.51,57.06,61.97,47.84,66.9,0.3,79.72,1169.73,172.66,77.16,154.33,64.81,62.53,46.58,73.67,4.81,74.28,1197.19,168.05,78.02,158.38,69.79,68.67,46.68,72.68,7.28,69.56,1234.14,162.42,81.55,164.14,76.45,68.63,46.93,82.92,5.71,62.5,1265.88,158.09,90.51,175.02,82.89,67.68,51.0,87.58,5.05,61.12,1299.15,149.4,90.64,181.98,1
31.2,51.44,39.04,46.16,-0.39,100.11,999.55,200.83,64.02,118.69,34.83,52.4,42.66,46.84,1.1,91.64,1030.94,196.53,60.45,126.35,41.54,52.31,40.67,53.02,1.88,91.86,1062.98,189.86,65.47,135.09,47.63,56.44,44.74,58.75,3.33,86.72,1099.36,183.52,72.0,141.43,51.79,60.92,44.52,61.92,0.67,84.14,1134.52,177.95,72.16,143.19,56.74,61.0,46.38,68.72,3.97,76.7,1169.66,172.78,73.99,150.96,60.31,64.99,45.33,73.11,3.13,75.52,1202.3,168.51,77.6,155.17,68.57,66.51,45.31,77.78,3.85,69.07,1233.66,161.01,84.1,164.92,75.64,67.94,50.55,80.52,4.85,64.4,1264.86,159.75,84.78,174.75,79.3,71.05,49.3,87.72,0.57,59.0,1300.85,153.19,87.85,181.15,1
29.9,53.25,36.44,48.22,1.53,100.3,1002.01,198.51,60.78,115.42,34.58,52.04,36.5,47.36,1.96,96.9,1035.68,191.94,60.51,127.42,42.05,54.02,40.33,55.66,-0.13,91.62,1067.92,185.66,67.5,132.35,49.02,55.31,42.15,58.11,-3.7,84.81,1097.54,186.47,68.98,141.43,48.91,64.41,45.09,61.61,0.52,79.55,1132.62,177.95,70.74,147.68,56.9,58.64,47.28,67.23,3.24,78.37,1164.96,174.68,77.03,151.67,64.05,63.19,46.13,69.26,1.16,74.58,1200.2,167.94,79.09,159.91,67.75,66.52,49.55,78.51,6.96,64.19,1232.94,157.45,84.43,169.19,75.42,68.89,49.21,78.54,2.58,64.08,1266.83,157.5,87.41,172.01,80.52,69.88,47.99,83.74,5.58,58.57,1300.34,149.94,89.73,176.2,1
29.94,51.22,43.39,48.16,-0.28,102.49,999.46,197.9,59.09,118.64,37.24,51.56,39.93,49.56,-3.46,93.8,1031.91,197.35,61.98,127.74,35.02,57.36,39.13,52.17,0.89,88.98,1068.94,187.84,65.66,132.06,44.9,58.45,42.07,58.06,2.93,83.57,1098.07,185.38,71.17,138.21,52.06,60.83,43.72,61.38,1.18,82.55,1132.84,177.21,71.22,145.09,57.49,61.25,45.61,70.77,0.81,77.23,1163.88,173.11,79.84,153.42,62.43,65.78,46.79,69.03,3.41,73.82,1199.49,163.48,80.19,158.81,71.89,65.66,50.21,75.04,4.78,69.15,1236.5,162.52,83.18,164.4,76.18,69.07,45.21,80.78,3.02,66.51,1268.34,158.48,89.53,174.22,79.99,72.36,48.28,84.08,5.55,58.1,1300.34,150.36,89.98,179.01,1
31.55,49.52,41.62,43.2,1.34,100.36,998.25,201.9,60.77,120.02,31.29,50.94,43.63,52.48,3.7,98.49,1032.29,194.41,63.72,123.95,39.8,54.56,42.8,55.23,0.47,89.61,1071.49,192.16,66.0,131.89,43.46,56.06,41.16,56.33,-1.1,87.98,1097.87,186.28,70.76,139.99,54.03,55.8,43.13,62.24,3.3,84.78,1131.58,176.94,79.52,145.64,61.3,64.52,45.53,69.43,1.53,80.54,1165.21,173.85,76.62,153.52,65.12,60.03,46.24,75.74,2.6,71.38,1195.41,164.08,77.53,162.48,69.79,67.91,48.96,76.3,5.7,69.95,1234.9,163.54,82.55,169.75,75.16,69.25,46.74,81.34,4.55,61.33,1269.02,157.17,89.1,170.92,80.31,69.46,48.33,83.91,3.32,59.09,1301.65,148.88,91.46,179.57,1
30.62,49.62,40.39,45.51,0.13,97.23,999.03,200.05,59.63,121.23,34.96,53.9,43.78,48.8,0.14,90.96,1033.84,194.68,64.32,124.92,38.93,51.73,41.4,50.36,-0.97,87.33,1065.08,187.6,63.07,129.87,45.56,60.77,46.8,58.46,3.53,86.77,1099.78,184.24,69.29,139.36,50.51,59.4,44.76,65.05,7.33,83.41,1130.98,176.47,76.52,146.3,60.86,60.85,46.1,64.9,1.63,79.51,1166.02,171.68,80.51,153.73,62.68,63.34,46.35,73.9,2.79,73.62,1201.05,164.85,78.52,157.05,70.85,68.26,50.81,73.55,3.46,68.4,1232.3,162.92,82.9,167.07,73.57,68.58,46.37,80.02,6.66,66.64,1269.38,154.15,86.55,176.96,78.08,71.33,47.42,82.26,4.32,57.77,1298.25,148.69,88.26,181.17,1
28.18,52.19,39.68,45.54,-0.88,98.55,999.49,202.93,59.45,120.21,35.44,50.87,42.27,50.94,1.81,93.13,1034.08,194.89,66.0,126.26,44.67,59.32,41.72,56.68,-0.1,93.56,1066.13,187.85,67.69,136.47,49.68,59.63,42.73,56.55,2.62,88.22,1099.89,182.17,68.74,136.73,54.79,56.03,43.35,66.72,-2.04,84.16,1135.03,179.42,73.09,147.31,60.07,62.4,47.73,65.67,3.75,76.47,1166.48,174.04,74.9,154.57,62.67,63.31,50.86,71.48,3.8,72.43,1197.76,166.56,80.91,159.61,71.44,65.54,45.37,76.51,2.28,68.06,1235.27,162.55,83.02,165.9,72.72,64.48,51.74,77.76,4.63,65.8,1269.89,155.29,83.98,172.77,76.3,68.36,52.38,85.49,2.68,60.42,1300.14,148.66,87.37,182.77,1
